date,open,high,low,close,volume
2026-01-06 10:15:00,829.35,844.85,786.55,808.0,158910
2026-01-06 10:45:00,808.0,824.55,789.65,800.5,81990
2026-01-06 11:15:00,800.5,803.85,732.0,800.7,241140
2026-01-06 11:45:00,800.7,825.0,787.0,807.45,111270
2026-01-06 12:15:00,807.45,814.35,780.0,787.95,73110
2026-01-06 12:45:00,787.95,805.65,764.0,789.45,113040
2026-01-06 13:15:00,789.45,789.45,721.3,757.0,145050
2026-01-06 13:45:00,757.0,762.0,701.55,714.0,161490
2026-01-06 14:15:00,714.0,724.2,679.35,715.8,252990
2026-01-06 14:45:00,715.8,744.7,715.8,742.7,231600
2026-01-06 15:15:00,743.0,751.05,735.55,747.75,104190
2026-01-07 09:15:00,720.1,733.7,607.3,608.85,718590
2026-01-07 09:45:00,608.85,636.2,598.0,636.2,457140
2026-01-07 10:15:00,636.2,669.65,605.35,640.3,444060
2026-01-07 10:45:00,640.3,691.9,625.85,658.65,468300
2026-01-07 11:15:00,659.95,698.15,642.35,665.2,307620
2026-01-07 11:45:00,665.2,672.65,610.1,627.0,261690
2026-01-07 12:15:00,627.0,635.0,586.0,587.0,231780
2026-01-07 12:45:00,587.95,603.6,569.85,593.1,233760
2026-01-07 13:15:00,593.1,599.0,524.9,546.75,343140
2026-01-07 13:45:00,546.75,572.0,540.05,553.05,180150
2026-01-07 14:15:00,553.05,604.95,548.05,600.0,246570
2026-01-07 14:45:00,600.0,650.0,585.3,648.2,481710
2026-01-07 15:15:00,648.2,651.0,621.0,628.1,202710
2026-01-08 09:15:00,621.0,683.0,560.0,654.1,1047630
2026-01-08 09:45:00,652.95,666.7,593.25,611.35,580680
2026-01-08 10:15:00,611.35,643.0,590.15,607.5,478470
2026-01-08 10:45:00,607.05,622.9,510.25,523.65,583470
2026-01-08 11:15:00,524.0,530.0,474.85,513.0,591510
2026-01-08 11:45:00,513.0,515.95,453.05,503.75,529800
2026-01-08 12:15:00,505.95,523.65,495.25,509.95,280650
2026-01-08 12:45:00,509.95,524.45,477.0,517.9,314490
2026-01-08 13:15:00,517.9,520.0,489.2,508.0,154470
